Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq
envelope,seal,99,30,2
seal,tie,30,79,1
red,tape,159,3,1
envelope,write,99,602,1
angel,grushenka,89,364,3
silence,secret,305,292,1
valet,smerdyakov,23,373,6
day,hop,1711,83,1
foma,room,8,1129,1
room,house,1129,888,3
house,slut,888,4,1
slut,foma,4,8,1
soldier,regiment,53,19,1
watchman,night,3,587,1
secret,ivan,292,797,1
send,ivan,591,797,1
send,tchermashnya,591,35,3
ivan,tchermashnya,797,35,1
day,journey,1711,64,1
journey,purchaser,64,4,1
purchaser,turn,4,1279,1
thousand,timber,614,8,2
old,ask,1356,1621,2
ivan,help,797,383,1
old,want,1356,1315,2
cry,mitya,1704,911,56
smerdyakov,think,373,2317,1
father,drinking,1140,35,1
table,ivan,520,797,2
mitya,dear,911,480,1
alyosha,jump,1239,205,5
strike,dmitri,344,427,1
dmitri,mad,427,199,1
dmitri,look,427,2970,3
miracle,divine,79,40,1
miracle,providence,79,26,1
divine,god,40,803,1
providence,god,26,803,1
god,heart,803,897,2
awful,alyosha,131,1239,2
point,blank,586,19,1
rush,prevent,282,71,1
become,loathsome,598,44,1
face,moment,1410,1301,5
moment,hate,1301,91,2
hate,throat,91,48,1
eye,shameless,1211,30,2
shameless,snigger,30,13,1
snigger,feel,13,533,1
feel,repulsion,533,23,2
god,order,803,367,1
wait,miracle,639,79,1
house,chapter,888,172,1
house,vi,888,33,1
chapter,smerdyakov,172,373,2
vi,smerdyakov,33,373,1
father,table,1140,520,1
house,table,888,520,1
furnish,ostentation,25,3,1
ostentation,furniture,3,34,1
red,silky,159,2,1
red,material,159,54,1
space,window,42,340,1
window,mirror,340,6,1
mirror,elaborate,6,6,1
elaborate,gilt,6,2,1
white,gilt,173,2,1
white,frame,173,25,1
gilt,frame,2,25,1
wall,cover,183,153,2
tear,place,449,704,1
many,place,532,704,1
place,hang,704,156,1
governor,district,91,50,1
district,thirty,50,84,1
district,year,50,871,1
corner,opposite,304,88,1
opposite,door,88,750,2
several,ikon,212,54,1
lamp,light,36,346,1
light,nightfall,346,6,1
much,devotional,1227,3,1
much,purpose,1227,224,1
devotional,purpose,3,224,1
purpose,light,224,346,1
room,fyodor,1129,306,2
room,pavlovitch,1129,461,2
wander,room,50,1129,1
night,sit,587,1134,3
house,send,888,591,2
servant,lodge,214,84,1
smerdyakov,remain,373,302,3
smerdyakov,sleep,373,222,2
remain,sleep,302,222,1
sleep,bench,222,75,1
bench,hall,75,61,2
hall,alyosha,61,1239,1
coffee,preserve,49,55,1
preserve,serve,55,126,1
serve,fyodor,126,306,1
serve,pavlovitch,126,461,1
fyodor,sweet,306,73,1
pavlovitch,sweet,461,73,1
pavlovitch,thing,461,1295,1
sweet,brandy,73,35,1
thing,brandy,1295,35,1
brandy,dinner,35,124,1
dinner,ivan,124,797,1
table,sip,520,15,1
table,coffee,520,49,1
sip,coffee,15,49,1
coffee,servant,49,214,1
grigory,smerdyakov,188,373,2
smerdyakov,stand,373,1039,3
gentleman,servant,637,214,1
servant,seem,214,1349,1
good,fyodor,1595,306,1
spirit,fyodor,146,306,1
spirit,pavlovitch,146,461,1
fyodor,roar,306,56,1
pavlovitch,roar,461,56,1
room,alyosha,1129,1239,4
room,hear,1129,1132,5
alyosha,hear,1239,1132,3
alyosha,shrill,1239,16,1
hear,shrill,1132,16,1
hear,laugh,1132,1027,3
father,reach,1140,258,1
delight,alyosha,163,1239,2
alyosha,join,1239,64,1
join,sit,64,1134,1
sit,coffee,1134,49,1
coffee,lenten,49,6,1
lenten,dish,6,20,1
offer,brandy,181,35,1
famous,liqueur,26,10,1
famous,smerdyakov,26,373,1
liqueur,smerdyakov,10,373,1
second,shelf,304,10,1
shelf,right,10,927,1
key,look,54,2970,1
sharp,alyosha,49,1239,1
alyosha,begin,1239,1745,7
alyosha,refuse,1239,197,1
begin,refuse,1745,197,1
begin,liqueur,1745,10,1
refuse,liqueur,197,10,1
fyodor,beam,306,26,1
pavlovitch,beam,461,26,1
truth,eat,328,114,1
eat,piece,114,159,1
bread,drink,98,329,1
glass,kvas,159,1,1
kvas,father,1,1140,1
superior,kitchen,85,66,1
want,warm,1315,79,1
capital,coffee,79,49,1
capital,smerdyakov,79,373,1
coffee,smerdyakov,49,373,1
artist,coffee,14,49,1
coffee,fish,49,36,1
home,mattress,469,18,1
bring,mattress,817,18,1
alyosha,smile,1239,734,16
anything,vex,796,18,1
resist,way,41,1198,1
face,laugh,1410,1027,3
alyosha,rise,1239,287,2
rise,fyodor,287,306,1
pavlovitch,change,461,330,2
laugh,balaam,1027,4,1
talk,balaam,1065,4,1
unsociable,taciturn,3,10,1
shy,bashful,31,8,1
seem,despise,1349,114,1
seem,everybody,1349,85,1
despise,everybody,114,85,1
bring,grigory,817,188,1
boy,grow,461,343,2
sense,gratitude,168,39,1
grigory,express,188,205,1
look,world,2970,429,2
fond,hang,155,156,1
fond,cat,155,15,1
hang,cat,156,15,1
cat,bury,15,58,1
ceremony,use,51,663,1
use,dress,663,285,2
surplice,sang,1,3,1
sang,wave,3,101,1
wave,object,101,267,1
great,secrecy,1202,6,1
great,grigory,1202,188,1
secrecy,grigory,6,188,1
secrecy,catch,6,309,1
grigory,catch,188,309,1
sound,beating,175,29,1
beating,shrink,29,20,1
shrink,corner,20,304,1
corner,sulk,304,9,1
monster,grigory,51,188,1
grigory,use,188,663,2
address,boy,262,461,2
grow,mildew,343,2,1
forgive,word,359,1439,2
word,grigory,1439,188,2
word,teach,1439,93,1
grigory,teach,188,93,1
year,begin,871,1745,2
old,begin,1356,1745,7
old,teach,1356,93,1
second,lesson,304,66,1
third,lesson,156,66,1
third,boy,156,461,1
lesson,boy,66,461,1
boy,grin,461,54,1
ask,grigory,1621,188,1
grigory,look,188,2970,4
spectacle,oh,45,1118,1
nothing,create,1567,47,1
god,create,803,47,2
god,light,803,346,2
create,light,47,346,1
sun,moon,76,22,3
moon,star,22,193,3
day,grigory,1711,188,1
grigory,thunderstruck,188,10,2
thunderstruck,boy,10,461,1
boy,look,461,2970,4
something,condescend,1444,18,1
condescend,expression,18,318,1
expression,grigory,318,188,1
grigory,restrain,188,98,1
boy,violent,461,89,1
boy,slap,461,46,2
violent,slap,89,46,1
cheek,boy,100,461,1
slap,word,46,1439,1
word,withdraw,1439,36,1
withdraw,corner,36,304,1
attack,disease,128,40,1
subject,rest,227,310,1
fyodor,heard,306,175,2
pavlovitch,heard,461,175,2
attitude,boy,47,461,1
boy,change,461,330,1
copeck,meet,56,508,1
good,humor,1595,12,2
send,boy,591,461,3
boy,something,461,1444,1
boy,sweet,461,73,1
something,sweet,1444,73,1
sweet,table,73,520,1
hear,illness,1132,114,1
illness,show,114,660,1
active,interest,28,272,1
disease,turn,40,1279,1
incurable,fit,5,217,1
fit,occur,217,93,2
various,interval,49,36,1
interval,fit,36,217,1
fit,vary,217,3,1
severe,fyodor,33,306,1
severe,pavlovitch,33,461,1
fyodor,forbid,306,47,1
pavlovitch,forbid,461,47,1
pavlovitch,grigory,461,188,1
forbid,grigory,47,188,1
forbid,use,47,663,1
use,punishment,663,41,1
punishment,boy,41,461,1
teach,anything,93,796,1
day,boy,1711,461,2
boy,fifteen,461,142,2
fifteen,fyodor,142,306,1
fifteen,pavlovitch,142,461,1
fyodor,notice,306,475,1
pavlovitch,notice,461,475,2
pavlovitch,linger,461,13,2
notice,linger,475,13,1
linger,bookcase,13,9,1
bookcase,read,9,561,1
title,glass,18,159,1
glass,fyodor,159,306,1
glass,pavlovitch,159,461,1
pavlovitch,fair,461,65,1
fair,number,65,120,1
saw,reading,589,55,1
smerdyakov,key,373,54,1
key,bookcase,54,9,1
sit,hang,1134,156,1
read,hang,561,156,1
hang,courtyard,156,13,1
smile,end,734,622,2
end,frown,622,118,1
funny,ask,51,1621,1
ask,fyodor,1621,306,3
ask,pavlovitch,1621,461,4
fyodor,smerdyakov,306,373,4
pavlovitch,smerdyakov,461,373,4
smerdyakov,speak,373,1198,2
speak,answer,1198,818,1
mumble,boy,13,461,1
soul,lackey,341,10,1
lackey,stay,10,341,1
true,read,475,561,1
page,smaragdov,33,6,1
smaragdov,think,6,2317,1
think,dull,2317,37,1
marfa,grigory,143,188,2
marfa,report,143,77,1
grigory,report,188,77,1
grigory,fyodor,188,306,2
report,fyodor,77,306,1
report,pavlovitch,77,461,1
smerdyakov,begin,373,1745,6
begin,show,1745,660,4
show,fastidiousness,660,5,1
extraordinary,fastidiousness,177,5,1
sit,soup,1134,43,1
spoon,look,11,2970,1
look,soup,2970,43,1
soup,bend,43,82,1
spoonful,hold,10,550,1
beetle,grigory,7,188,1
grigory,ask,188,1621,2
observe,marfa,415,143,1
marfa,squeamish,143,4,1
squeamish,youth,4,106,1
squeamish,answer,4,818,1
youth,answer,106,818,1
bread,meat,98,17,1
meat,everything,17,811,1
everything,ate,811,7,1
piece,fork,159,4,1
fork,light,4,346,1
deliberation,decide,10,262,1
deliberation,put,10,1071,1
decide,put,262,1071,1
mouth,ach,93,73,1
ach,fine,73,120,1
gentleman,air,637,292,1
air,grigory,292,188,1
grigory,mutter,188,297,3
heard,development,175,21,1
development,smerdyakov,21,373,1
smerdyakov,determine,373,74,1
cook,send,43,591,1
moscow,train,205,105,1
train,spend,105,216,1
change,appearance,330,183,1
age,face,157,1410,1
grow,wrinkle,343,14,1
grow,yellow,343,61,1
wrinkle,yellow,14,61,1
emasculate,character,3,219,1
character,seem,219,1349,1
unsociable,show,3,660,1
slight,inclination,152,16,1
inclination,companionship,16,3,1
companionship,moscow,3,205,1
silent,moscow,291,205,1
theater,return,6,331,1
return,silent,331,291,1
moscow,dress,205,285,1
clean,coat,67,154,1
clean,clean,67,67,1
coat,clean,154,67,1
linen,brush,50,23,1
fond,clean,155,67,1
clean,smart,67,23,1
clean,calf,67,7,1
smart,calf,23,7,1
smart,boot,23,77,1
calf,boot,7,77,1
mirror,turn,6,1279,1
cook,fyodor,43,306,1
cook,pavlovitch,43,461,1
fyodor,pay,306,324,1
pavlovitch,pay,461,324,1
whole,smerdyakov,889,373,1
smerdyakov,spent,373,18,1
pomade,perfume,7,2,1
much,contempt,1227,125,2
contempt,female,125,20,1
female,sex,20,14,1
pavlovitch,regard,461,116,1
begin,regard,1745,116,2
fit,become,217,598,1
become,frequent,598,19,3
ill,marfa,209,143,2
ill,cook,209,43,1
marfa,cook,143,43,2
suit,fyodor,46,306,1
suit,pavlovitch,46,461,1
bad,ask,376,1621,1
pavlovitch,askance,461,10,1
new,cook,511,43,1
smerdyakov,turn,373,1279,2
smerdyakov,pale,373,238,2
reply,fyodor,313,306,1
reply,pavlovitch,313,461,2
absolute,confidence,66,51,1
confidence,honesty,51,14,1
drop,muddy,255,11,1
muddy,courtyard,11,13,1
courtyard,note,13,456,1
miss,day,64,1711,1
hasten,search,100,87,1
search,pocket,87,235,1
saw,note,589,456,1
smerdyakov,pick,373,115,1
tell,look,2482,2970,2
use,stop,663,411,1
yard,street,93,297,1
thought,physiognomist,549,1,1
physiognomist,study,1,129,1
physiognomist,face,1,1410,1
study,face,129,1410,1
sort,contemplation,699,7,1
remarkable,picture,76,115,1
picture,painter,115,17,1
painter,kramskoy,17,1,1
painter,call,17,660,1
kramskoy,call,1,660,1
forest,winter,27,34,1
roadway,forest,1,27,1
forest,absolute,27,66,1
absolute,solitude,66,33,1
absolute,stand,66,1039,1
solitude,stand,33,1039,1
peasant,torn,259,29,1
torn,kaftan,29,5,1
torn,bark,29,4,1
kaftan,bark,5,4,1
kaftan,shoe,5,33,1
bark,shoe,4,33,1
shoe,stand,33,1039,1
impression,dominate,178,9,1
period,contemplation,49,7,1
contemplation,impression,7,178,1
impression,dear,178,480,1
doubt,hoard,343,6,1
hoard,impression,6,178,2
impression,year,178,871,1
many,abandon,532,69,1
year,everything,871,811,1
jerusalem,pilgrimage,9,9,1
pilgrimage,soul,9,341,1
soul,salvation,341,24,1
native,village,16,69,1
good,contemplative,1595,2,1
many,contemplative,532,2,1
vii,controversy,29,2,1
controversy,balaam,2,4,1
speak,subject,1198,227,1
subject,strange,227,548,1
strange,grigory,548,188,1
morning,purchase,497,13,1
hear,shopkeeper,1132,7,1
shopkeeper,lukyanov,7,1,1
shopkeeper,story,7,386,1
lukyanov,story,1,386,1
russian,soldier,346,53,1
newspaper,day,35,1711,1
day,soldier,1711,53,1
prisoner,remote,187,24,1
remote,asia,24,3,1
part,asia,524,3,1
immediate,death,26,260,1
renounce,christianity,28,14,2
christianity,islam,14,1,1
islam,refuse,1,197,1
refuse,deny,197,65,1
deny,faith,65,169,2
alive,die,74,426,1
die,praise,426,57,1
praise,glorify,57,7,3
praise,christ,57,75,1
glorify,christ,7,75,1
glorify,grigory,7,188,1
christ,grigory,75,188,1
grigory,relate,188,27,1
story,table,386,520,1
table,fyodor,520,306,1
table,pavlovitch,520,461,1
dessert,dinner,2,124,1
dinner,laugh,124,1027,1
laugh,talk,1027,1065,11
grigory,afternoon,188,37,1
expansive,mood,7,42,2
expansive,sip,7,15,1
mood,sip,42,15,1
sip,brandy,15,35,1
story,observe,386,415,1
saint,soldier,63,53,1
skin,monastery,26,147,1
flock,bring,32,817,1
money,grigory,993,188,2
grigory,frown,188,118,1
mean,touch,1062,179,1
begin,scoff,1745,5,1
moment,smerdyakov,1301,373,3
door,smile,750,734,1
smile,smerdyakov,734,373,1
smerdyakov,wait,373,639,1
wait,table,639,520,1
table,end,520,622,2
end,dinner,622,124,1
ivan,arrival,797,81,1
fyodor,catch,306,309,1
pavlovitch,catch,461,309,2
refer,grigory,53,188,1
laudable,soldier,3,53,1
soldier,exploit,53,20,1
emergency,renounce,15,28,1
speak,name,1198,335,1
name,christ,335,75,1
year,expiate,871,8,1
straight,hell,290,49,2
hell,roast,49,3,1
roast,mutton,3,3,1
mutton,put,3,1071,1
put,fyodor,1071,306,1
put,pavlovitch,1071,461,1
delight,appearance,163,183,1
subject,subject,227,227,2
alyosha,sit,1239,1134,12
accord,justice,109,81,3
justice,smerdyakov,81,373,1
smerdyakov,maintain,373,77,1
mean,accord,1062,109,1
cry,gayly,1704,14,1
gayly,nudge,14,12,1
gayly,alyosha,14,1239,1
nudge,alyosha,12,1239,1
alyosha,knee,1239,139,1
burst,grigory,159,188,1
look,smerdyakov,2970,373,6
rascal,wait,41,639,1
little,grigory,1465,188,1
little,vassilyevitch,1465,29,1
vassilyevitch,answer,29,818,1
answer,smerdyakov,818,373,4
answer,perfect,818,104,1
smerdyakov,perfect,373,104,1
smerdyakov,composure,373,39,3
prisoner,enemy,187,87,1
enemy,christian,87,44,1
christian,race,44,30,1
curse,name,105,335,1
name,god,335,803,1
god,renounce,803,28,1
renounce,holy,28,119,1
entitle,act,9,191,1
waste,prove,71,161,1
word,prove,1439,161,1
vassilyevitch,abuse,29,84,1
curse,god,105,803,4
high,judgment,285,41,1
judgment,become,41,598,1
anathema,accurse,4,26,3
holy,church,119,176,1
address,grigory,262,188,1
grigory,satisfaction,188,80,1
obvious,satisfaction,32,80,2
answer,fyodor,818,306,1
answer,pavlovitch,818,461,1
pavlovitch,question,461,897,1
pretend,grigory,71,188,1
ivan,cry,797,1704,18
benefit,want,53,1315,1
want,praise,1315,57,1
praise,ivan,57,797,1
ivan,listen,797,702,4
ivan,perfect,797,104,2
listen,perfect,702,104,1
listen,seriousness,702,12,1
perfect,seriousness,104,12,1
seriousness,father,12,1140,1
father,excite,1140,111,1
excite,whisper,111,324,1
whisper,stay,324,341,1
stay,smerdyakov,341,373,1
quiet,minute,144,677,1
ear,ivan,114,797,1
ivan,bend,797,82,1
ivan,look,797,2970,9
watch,smerdyakov,300,373,1
smerdyakov,curiosity,373,157,1
great,curiosity,1202,157,11
grigory,burst,188,159,1
dare,argue,326,38,1
scold,grigory,23,188,1
wait,grigory,639,188,1
wait,vassilyevitch,639,29,1
moment,accurse,1301,26,1
become,accurse,598,26,2
high,moment,285,1301,1
haste,finish,213,185,2
finish,boy,185,461,1
boy,fyodor,461,306,1
fyodor,urge,306,27,1
pavlovitch,urge,461,27,1
urge,sip,27,15,1
lie,enemy,568,87,1
enemy,ask,87,1621,1
relieve,god,38,803,1
christianity,reason,14,479,1
reason,thought,479,549,1
word,enemy,1439,87,1
sort,justice,699,81,1
responsible,christian,49,44,1
world,deny,429,65,1
deny,christ,65,75,2
longer,christian,89,44,1
renounce,christ,28,75,1
nothing,renounce,1567,28,2
hold,tatar,550,6,1
unclean,tatar,7,6,1
tatar,grigory,6,188,1
responsible,grigory,49,188,1
responsible,vassilyevitch,49,29,1
bear,christian,205,44,1
skin,ox,26,4,1
ox,god,4,803,1
small,punishment,185,41,1
possible,punishment,290,41,1
punishment,imagine,41,284,1
punish,judge,52,174,1
world,heathen,429,5,1
unclean,heathen,7,5,1
heathen,heathen,5,5,1
heathen,parent,5,53,1
parent,lord,53,121,1
mean,almighty,1062,13,1
almighty,tell,13,2482,1
tell,untruth,2482,1,1
real,untruth,215,1,1
lord,heaven,121,201,1
earth,tell,241,2482,1
earth,lie,241,568,1
thunderstruck,look,10,2970,1
look,orator,2970,19,1
orator,eye,19,1211,1
something,rigmarole,1444,8,1
rigmarole,stand,8,1039,1
hit,head,52,804,2
wall,fyodor,183,306,1
wall,pavlovitch,183,461,1
pavlovitch,glass,461,159,1
laugh,alyosha,1027,1239,8
ah,casuist,312,3,1
ivan,oh,797,1118,1
oh,stink,1118,17,1
stink,jesuit,17,25,1
jesuit,teach,25,93,1
nonsense,casuist,277,3,1
casuist,nonsense,3,277,1
cry,grigory,1704,188,3
smoke,ash,34,9,1
ash,moment,9,1301,1
right,enemy,927,87,1
renounce,faith,28,169,1
hour,become,508,598,1
hour,anathema,508,4,1
become,anathema,598,4,1
anathema,win,4,639,1
win,pat,639,8,1
fine,jesuit,120,25,1
special,sin,167,134,1
lie,accurse,568,26,1
hiss,grigory,17,188,1
vassilyevitch,smerdyakov,29,373,1
conscious,triumph,92,61,1
mustard,seed,4,13,1
seed,bid,13,39,1
bid,mountain,39,38,1
bid,move,39,337,1
mountain,move,38,337,3
move,sea,337,18,2
delay,bidding,40,11,1
great,faith,1202,169,5
try,tell,630,2482,3
tell,mountain,2482,38,1
stink,river,17,31,1
little,river,1465,31,1
bottom,garden,57,154,1
win,budge,639,6,1
much,shout,1227,407,1
show,grigory,660,188,1
show,vassilyevitch,660,29,1
faith,proper,169,45,1
proper,manner,45,155,1
high,person,285,382,2
low,peasant,182,259,2
peasant,shove,259,12,1
shove,mountain,12,38,1
soul,secret,341,292,1
rest,faith,310,169,1
god,curse,803,105,1
curse,rest,105,310,1
whole,earth,889,241,3
hermit,desert,14,41,1
transport,delight,15,163,2
move,mountain,337,38,1
move,ivan,337,797,1
mountain,ivan,38,797,1
faith,ivan,169,797,1
ivan,assent,797,46,2
russian,faith,346,169,3
talk,faith,1065,169,1
faith,mean,169,1062,1
word,worth,1439,173,1
worth,gold,173,74,1
worth,piece,173,159,1
rest,talk,310,1065,1
rest,nonsense,310,277,1
place,lord,704,121,1
time,sleep,2625,222,1
much,repent,1227,17,1
faith,enemy,169,87,1
show,faith,660,169,1
constitute,sin,11,134,1
torture,faith,104,169,1
pagan,mohammedan,8,1,1
pagan,faith,8,169,1
mohammedan,faith,1,169,1
instant,mountain,178,38,1
move,crush,337,110,1
crush,tormentor,110,12,2
instant,crush,178,110,1
praise,god,57,803,5
glorify,god,7,803,2
cry,mountain,1704,38,1
mountain,crush,38,110,1
help,pray,383,148,1
dread,hour,58,508,1
dread,mortal,58,14,1
attain,fullness,57,4,2
fullness,kingdom,4,17,1
move,word,337,1439,3
great,reward,1202,30,2
great,await,1202,80,1
reward,await,30,80,1
flay,skin,3,26,2
flay,half,3,387,1
skin,half,26,387,1
moment,doubt,1301,343,3
advantage,reward,94,30,1
grace,lord,26,121,1
lord,cherish,121,24,1
brandy,controversy,35,2,1
gay,begin,26,1745,1
frown,frown,118,118,1
frown,gulp,118,9,1
frown,brandy,118,35,1
gulp,brandy,9,35,1
cry,servant,1704,214,1
send,gold,591,74,1
gold,promise,74,182,1
piece,promise,159,182,1
comfort,put,102,1071,1
put,bed,1071,299,6
rascal,win,41,639,1
sit,peace,1134,90,1
peace,dinner,90,124,1
servant,withdraw,214,36,1
withdraw,word,36,1439,1
word,smerdyakov,1439,373,1
smerdyakov,poke,373,10,1
ivan,nothing,797,1567,3
answer,ivan,818,797,4
lackey,mean,10,1062,1
mean,soul,1062,341,2
mean,raw,1062,2,1
soul,raw,341,2,1
soul,material,341,54,1
raw,revolution,2,13,1
material,revolution,54,13,1
ah,brother,312,548,1
store,idea,28,798,1
bad,alyosha,376,1239,3
alyosha,despise,1239,114,1
despise,alyosha,114,1239,1
gossip,hold,45,550,1
wash,dirty,48,68,1
wash,linen,48,50,1
dirty,public,68,161,1
linen,public,50,161,1
capital,fish,79,36,1
capital,pasty,79,1,1
fish,pasty,36,1,1
peasant,speak,259,1198,2
speak,thrash,1198,58,1
need,thrash,499,58,1
maintain,peasant,77,259,1
peasant,swindler,259,7,1
deserve,pity,55,126,1
flog,russia,25,240,1
rich,birch,108,4,1
destroy,forest,56,27,1
ruin,russia,138,240,1
russia,stand,240,1039,1
thrash,peasant,58,259,1
grow,clever,343,145,1
measure,ye,71,16,3
measure,mete,71,3,3
ye,mete,16,3,3
measure,russia,71,240,1
swinishness,dear,2,480,1
hate,russia,91,240,3
mean,russia,1062,240,1
russia,cela,240,8,1
cela,est,8,50,1
est,la,50,42,1
stay,interrupt,341,182,1
mokroe,talk,58,1065,1
much,sentence,1227,88,1
much,girl,1227,465,1
sentence,girl,88,465,1
girl,thrash,465,58,2
lad,job,25,52,1
job,thrash,52,58,1
ask,marriage,1621,163,1
suit,girl,46,465,1
eh,alyosha,149,1239,1
bashful,child,8,758,1
stay,dinner,341,124,1
tell,monk,2482,207,2
monk,girl,207,465,1
girl,mokroe,465,58,1
mokroe,alyosha,58,1239,1
superior,morning,85,497,1
deserve,father,55,1140,1
lacerate,sentiment,7,29,1
nothing,buffoon,1567,42,2
buffoon,alyosha,42,1239,1
truth,look,328,2970,2
end,monk,622,207,1
mystic,stuff,12,33,1
mystic,suppress,12,13,1
stuff,suppress,33,13,1
bring,fool,817,325,1
fool,reason,325,479,1
gold,silver,74,42,4
silver,flow,42,35,1
flow,mint,35,1,1
truth,prevail,328,7,2
right,ah,927,312,1
burst,fyodor,159,306,1
burst,pavlovitch,159,461,1
fyodor,strike,306,344,1
pavlovitch,strike,461,344,1
monastery,stand,147,1039,1
stand,alyosha,1039,1239,1
clever,sit,145,1134,1
sit,snug,1134,13,1
sit,enjoy,1134,52,2
snug,enjoy,13,52,1
enjoy,brandy,52,35,1
ordain,almighty,11,13,1
almighty,ivan,13,797,1
ivan,speak,797,1198,5
stay,speak,341,1198,1
clever,remark,145,218,2
smerdyakov,belief,373,35,1
belief,existence,35,79,1
existence,saint,79,63,1
saint,move,63,337,1
serious,want,153,1315,1
immortality,sort,20,699,1
absolute,nothingness,66,2,1
something,anything,1444,796,1
immortality,god,20,803,1
likely,ivan,163,797,1
ivan,right,797,927,1
right,lord,927,121,1
lord,think,121,2317,2
think,faith,2317,169,1
faith,force,169,196,1
force,kind,196,278,2
lavish,nothing,8,1567,1
laugh,mankind,1027,66,1
mankind,ivan,66,797,1
pity,damn,126,140,1
man,invent,2546,58,2
invent,hang,58,156,1
god,hang,803,156,1
hang,bitter,156,70,1
bitter,tree,70,55,1
stop,dear,411,480,1
stop,boy,411,461,1
little,glass,1465,159,2
alyosha,dear,1239,480,7
dear,alexey,480,226,15
thought,heart,549,897,1
love,alyosha,1234,1239,3
time,drunk,2625,203,2
rude,elder,36,250,1
elder,morning,250,497,2
wit,elder,51,250,1
du,piron,29,6,1
honorable,person,24,382,1
hidden,indignation,33,97,1
hidden,boil,33,35,1
indignation,boil,97,35,1
pretend,affect,71,50,1
straight,governor,290,91,1
governor,schultz,91,1,1
hero,time,46,2625,2
time,arbenin,2625,1,1
afraid,daughter,541,243,1
daughter,wife,243,408,1
story,year,386,871,1
last,invite,1586,123,1
invite,tea,123,202,1
tea,liqueur,202,10,1
liqueur,lady,10,681,1
lady,liqueur,681,10,1
send,liqueur,591,10,1
old,till,1356,389,1
till,split,389,8,1
cure,woman,41,1047,2
plenty,trick,45,40,1
trick,time,40,2625,1
dernidov,merchant,1,82,1
money,man,993,2546,2
man,trust,2546,101,1
search,place,87,704,2
bottle,ivan,79,797,1
stop,ivan,411,797,2
spite,simple,337,120,1
simple,spite,120,337,1
beg,christ,317,75,1
christ,sake,75,224,6
tchermashnya,day,35,1711,1
want,spiteful,1315,64,1
want,fellow,1315,375,1
spiteful,fellow,64,375,1
old,persist,1356,58,1
reach,state,258,248,1
state,drunkenness,248,18,1
drunkenness,drunkard,18,32,1
drunkard,till,32,389,1
inoffensive,try,2,630,1
inoffensive,pick,2,115,1
try,pick,630,115,2
quarrel,assert,135,51,1
eye,mistrustful,1211,5,1
design,alyosha,63,1239,1
shine,alyosha,15,1239,1
despise,alexey,114,226,1
brandy,ivan,35,797,1
grin,spread,54,39,1
spread,face,39,1410,2
feeble,man,24,2546,1
old,ivan,1356,797,2
nothing,love,1567,1234,3
little,wench,1465,11,1
hand,smack,1662,3,1
seem,sober,1349,28,2
grow,sober,343,28,1
sober,instant,28,178,1
instant,touch,178,179,1
touch,favorite,179,9,1
favorite,topic,9,3,1
milk,vein,6,9,1
half,battle,387,15,1
grow,notice,343,475,1
old,notice,1356,475,1
astound,till,29,389,1
fascinate,upset,39,82,1
gentleman,fall,637,272,1
little,slut,1465,4,1
master,slave,130,62,1
slave,world,62,429,1
need,happiness,499,129,1
happiness,stay,129,341,1
use,surprise,663,347,1
surprise,mother,347,762,1
different,way,259,1198,2
way,pay,1198,324,1
knee,kiss,139,308,1
nervous,queer,102,44,1
queer,laugh,44,1027,2
little,laugh,1465,1027,7
attack,use,128,663,1
sign,delight,211,163,1
good,counterfeit,1595,4,1
handsome,fellow,49,375,3
face,presence,1410,125,1
beaten,beaten,6,6,1
try,sell,630,98,1
holy,pray,119,148,1
father,pray,1140,148,1
god,alyosha,803,1239,1
insult,crazy,200,67,1
crazy,girl,67,465,1
fond,pray,155,148,1
pray,use,148,663,1
feast,lady,22,681,1
knock,mysticism,137,11,1
jump,wrung,205,3,1
wrung,hand,3,1662,2
heap,alyosha,28,1239,1
old,jump,1356,205,2
man,jump,2546,205,2
mother,change,762,330,1
crimson,eye,58,1211,3
glow,lip,37,260,3
old,sot,1356,1,1
sot,splutter,1,7,1
splutter,notice,7,475,1
notice,till,475,389,1
nothing,till,1567,389,1
describe,crazy,157,67,1
woman,repeat,1047,363,2
repeat,alyosha,363,1239,3
hand,hide,1662,217,1
chair,shake,362,194,1
hysterical,paroxysm,64,16,1
paroxysm,violent,16,89,2
sudden,violent,239,89,1
sudden,silent,239,291,1
violent,silent,89,291,1
extraordinary,resemblance,177,9,1
resemblance,mother,9,762,1
mother,impress,762,56,1
impress,man,56,2546,1
ivan,water,797,182,1
mother,spurt,762,3,1
spurt,water,3,182,1
upset,mother,82,762,1
mother,mother,762,762,5
mutter,ivan,297,797,1
uncontrolled,anger,6,145,1
uncontrolled,contempt,6,125,1
anger,contempt,145,125,1
old,shrank,1356,1,1
man,shrank,2546,1,1
eye,something,1211,1444,1
escape,man,139,2546,1
mind,alyosha,851,1239,2
mother,ivan,762,797,1
mutter,understand,297,1051,1
mean,mother,1062,762,1
mother,talk,762,1065,1
broad,drunken,40,90,1
drunken,grin,90,54,1
grin,overspread,54,2,1
grin,face,54,1410,1
overspread,face,2,1410,1
moment,fearful,1301,43,1
moment,noise,1301,45,2
fearful,noise,43,45,1
fearful,clamor,43,5,1
noise,clamor,45,5,1
clamor,hear,5,1132,1
hear,hall,1132,61,1
violent,shout,89,407,1
